tx_id	g_id	g_name	g_biotype	t_name	t_biotype
ENST00000466099	ENSG00000101181	MTG2	protein_coding	MTG2-204	protein_coding_CDS_not_defined
ENST00000461411	ENSG00000101181	MTG2	protein_coding	MTG2-203	protein_coding_CDS_not_defined
ENST00000471962	ENSG00000101181	MTG2	protein_coding	MTG2-208	protein_coding_CDS_not_defined
ENST00000488748	ENSG00000101181	MTG2	protein_coding	MTG2-210	protein_coding_CDS_not_defined
ENST00000401950	ENSG00000100330	MTMR3	protein_coding	MTMR3-204	protein_coding
ENST00000495098	ENSG00000100330	MTMR3	protein_coding	MTMR3-212	protein_coding_CDS_not_defined
ENST00000445401	ENSG00000100330	MTMR3	protein_coding	MTMR3-207	protein_coding
ENST00000323630	ENSG00000100330	MTMR3	protein_coding	MTMR3-201	protein_coding
ENST00000351488	ENSG00000100330	MTMR3	protein_coding	MTMR3-203	protein_coding
ENST00000415511	ENSG00000100330	MTMR3	protein_coding	MTMR3-206	protein_coding_CDS_not_defined
ENST00000406629	ENSG00000100330	MTMR3	protein_coding	MTMR3-205	protein_coding
ENST00000480776	ENSG00000100330	MTMR3	protein_coding	MTMR3-208	retained_intron
ENST00000487907	ENSG00000100330	MTMR3	protein_coding	MTMR3-209	protein_coding_CDS_not_defined
ENST00000492087	ENSG00000100330	MTMR3	protein_coding	MTMR3-211	retained_intron
ENST00000491251	ENSG00000100330	MTMR3	protein_coding	MTMR3-210	retained_intron
ENST00000333027	ENSG00000100330	MTMR3	protein_coding	MTMR3-202	protein_coding
ENST00000629597	ENSG00000242114	MTFP1	protein_coding	MTFP1-206	protein_coding
ENST00000266263	ENSG00000242114	MTFP1	protein_coding	MTFP1-201	protein_coding
ENST00000614920	ENSG00000242114	MTFP1	protein_coding	MTFP1-205	retained_intron
ENST00000355143	ENSG00000242114	MTFP1	protein_coding	MTFP1-202	protein_coding
ENST00000412752	ENSG00000242114	MTFP1	protein_coding	MTFP1-204	nonsense_mediated_decay
ENST00000407550	ENSG00000242114	MTFP1	protein_coding	MTFP1-203	protein_coding
ENST00000387314	ENSG00000210049	MT-TF	Mt_tRNA	MT-TF-201	Mt_tRNA
ENST00000389680	ENSG00000211459	MT-RNR1	Mt_rRNA	MT-RNR1-201	Mt_rRNA
ENST00000387342	ENSG00000210077	MT-TV	Mt_tRNA	MT-TV-201	Mt_tRNA
ENST00000387347	ENSG00000210082	MT-RNR2	Mt_rRNA	MT-RNR2-201	Mt_rRNA
ENST00000386347	ENSG00000209082	MT-TL1	Mt_tRNA	MT-TL1-201	Mt_tRNA
ENST00000361390	ENSG00000198888	MT-ND1	protein_coding	MT-ND1-201	protein_coding
ENST00000387365	ENSG00000210100	MT-TI	Mt_tRNA	MT-TI-201	Mt_tRNA
ENST00000387372	ENSG00000210107	MT-TQ	Mt_tRNA	MT-TQ-201	Mt_tRNA
ENST00000387377	ENSG00000210112	MT-TM	Mt_tRNA	MT-TM-201	Mt_tRNA
ENST00000361453	ENSG00000198763	MT-ND2	protein_coding	MT-ND2-201	protein_coding
ENST00000387382	ENSG00000210117	MT-TW	Mt_tRNA	MT-TW-201	Mt_tRNA
ENST00000387392	ENSG00000210127	MT-TA	Mt_tRNA	MT-TA-201	Mt_tRNA
ENST00000387400	ENSG00000210135	MT-TN	Mt_tRNA	MT-TN-201	Mt_tRNA
ENST00000387405	ENSG00000210140	MT-TC	Mt_tRNA	MT-TC-201	Mt_tRNA
ENST00000387409	ENSG00000210144	MT-TY	Mt_tRNA	MT-TY-201	Mt_tRNA
ENST00000361624	ENSG00000198804	MT-CO1	protein_coding	MT-CO1-201	protein_coding
ENST00000387416	ENSG00000210151	MT-TS1	Mt_tRNA	MT-TS1-201	Mt_tRNA
ENST00000387419	ENSG00000210154	MT-TD	Mt_tRNA	MT-TD-201	Mt_tRNA
ENST00000361739	ENSG00000198712	MT-CO2	protein_coding	MT-CO2-201	protein_coding
ENST00000387421	ENSG00000210156	MT-TK	Mt_tRNA	MT-TK-201	Mt_tRNA
ENST00000361851	ENSG00000228253	MT-ATP8	protein_coding	MT-ATP8-201	protein_coding
ENST00000361899	ENSG00000198899	MT-ATP6	protein_coding	MT-ATP6-201	protein_coding
ENST00000362079	ENSG00000198938	MT-CO3	protein_coding	MT-CO3-201	protein_coding
ENST00000387429	ENSG00000210164	MT-TG	Mt_tRNA	MT-TG-201	Mt_tRNA
ENST00000361227	ENSG00000198840	MT-ND3	protein_coding	MT-ND3-201	protein_coding
ENST00000387439	ENSG00000210174	MT-TR	Mt_tRNA	MT-TR-201	Mt_tRNA
ENST00000361335	ENSG00000212907	MT-ND4L	protein_coding	MT-ND4L-201	protein_coding
ENST00000361381	ENSG00000198886	MT-ND4	protein_coding	MT-ND4-201	protein_coding
ENST00000387441	ENSG00000210176	MT-TH	Mt_tRNA	MT-TH-201	Mt_tRNA
ENST00000387449	ENSG00000210184	MT-TS2	Mt_tRNA	MT-TS2-201	Mt_tRNA
ENST00000387456	ENSG00000210191	MT-TL2	Mt_tRNA	MT-TL2-201	Mt_tRNA
ENST00000361567	ENSG00000198786	MT-ND5	protein_coding	MT-ND5-201	protein_coding
ENST00000361681	ENSG00000198695	MT-ND6	protein_coding	MT-ND6-201	protein_coding
ENST00000387459	ENSG00000210194	MT-TE	Mt_tRNA	MT-TE-201	Mt_tRNA
ENST00000361789	ENSG00000198727	MT-CYB	protein_coding	MT-CYB-201	protein_coding
ENST00000387460	ENSG00000210195	MT-TT	Mt_tRNA	MT-TT-201	Mt_tRNA
ENST00000387461	ENSG00000210196	MT-TP	Mt_tRNA	MT-TP-201	Mt_tRNA
