Position	Coverage
12834	187121
12835	184984
12836	184440
12837	186719
12838	178851
12839	177531
12840	180761
12841	189130
12842	191681
12843	191756
12844	194473
12845	194665
12846	189406
12847	183934
12848	181900
12849	181889
12850	183254
12851	175898
12852	176686
12853	179421
12854	186663
12855	191181
12856	187176
12857	184327
12858	183437
12859	181064
12860	177437
12861	174262
12862	174941
12863	179042
12864	181949
12865	183865
12866	183167
12867	183452
12868	172781
12869	169037
12870	166650
12871	170998
12872	170984
12873	171750
12874	172820
12875	176640
12876	175151
12877	172551
12878	168664
12879	170806
12880	177366
12881	184573
12882	185949
12883	183180
12884	176331
12885	173948
12886	174292
12887	177757
12888	172675
12889	165680
12890	162913
12891	167412
12892	175247
12893	180527
12894	175399
12895	172489
12896	167120
12897	173513
12898	174042
12899	178165
12900	174947
12901	176510
12902	179566
12903	181052
12904	179822
12905	171707
12906	169721
12907	172693
12908	177121
12909	178121
12910	172955
12911	169023
12912	168425
12913	161809
12914	164581
12915	162899
12916	168618
12917	165060
12918	163649
12919	166435
12920	171039
12921	172366
12922	171997
12923	168243
12924	163178
12925	154645
12926	153383
12927	150251
12928	157888
12929	161513
12930	169403
12931	171687
12932	170997
12933	171994
12934	174119
12935	176747
12936	176179
12937	173866
12938	173270
12939	168636
12940	159679
12941	150112
12942	151486
12943	158411
12944	167890
12945	171099
12946	173429
12947	173633
12948	172070
12949	165981
12950	163984
12951	163612
12952	163065
12953	164434
12954	170544
12955	173416
12956	170117
12957	162846
12958	166563
12959	167913
12960	173674
12961	166950
12962	156333
12963	154555
12964	155650
12965	162305
12966	159879
12967	158883
12968	152934
12969	147833
12970	149474
12971	153195
12972	159517
12973	159722
12974	158942
12975	159298
12976	156861
12977	158729
12978	158611
12979	152424
12980	144250
12981	143010
12982	142046
12983	145617
12984	146142
12985	149401
12986	149481
12987	148598
12988	149803
12989	155096
12990	153270
12991	150841
12992	148757
12993	149256
12994	147508
12995	147488
12996	148085
12997	148976
12998	148142
12999	148792
13000	146956
13001	146179
13002	145591
13003	144310
13004	140081
13005	138855
13006	143486
13007	149385
13008	145441
13009	138889
13010	130757
13011	132289
13012	138510
13013	144712
13014	142725
13015	143560
13016	147881
13017	145963
13018	139264
13019	130086
13020	130412
13021	132083
13022	135596
13023	139164
13024	133447
13025	133645
13026	126169
13027	131670
13028	131562
13029	136562
13030	137149
13031	129046
13032	126307
13033	124990
13034	129243
13035	125915
13036	124372
13037	125784
13038	128295
13039	133165
13040	133710
13041	130353
13042	123203
13043	123765
13044	127846
13045	136938
13046	139323
13047	133958
13048	132301
13049	130952
13050	132581
13051	127714
13052	121053
13053	121674
13054	124273
13055	132518
13056	126695
13057	126621
13058	120269
13059	121421
13060	123787
13061	126752
13062	128657
13063	126152
13064	123899
13065	127112
13066	129783
13067	133077
13068	130428
13069	125385
13070	124230
13071	126227
13072	132025
13073	133482
13074	133695
13075	133471
13076	130216
13077	131029
13078	129425
13079	133631
13080	129465
13081	132105
13082	133165
13083	134940
13084	129411
13085	124416
13086	122790
13087	124736
13088	128269
13089	130405
13090	135237
13091	135649
13092	130594
13093	130426
13094	130778
13095	133710
13096	132120
13097	130793
13098	127460
13099	125984
13100	126327
13101	128288
13102	128413
13103	125212
13104	123479
13105	124574
13106	122440
13107	126270
13108	129269
13109	130015
13110	131302
13111	132161
13112	135512
13113	131779
13114	130393
13115	131847
13116	132733
13117	129916
13118	126064
13119	127115
13120	121594
13121	123227
13122	121950
13123	127172
13124	125347
13125	127251
13126	123546
13127	124924
13128	118082
13129	118270
13130	117402
13131	119123
13132	122927
13133	128270
13134	124837
13135	123664
13136	125087
13137	130476
13138	131541
13139	130631
13140	132165
13141	132817
13142	132279
13143	134115
13144	127385
13145	121187
13146	114715
13147	119515
13148	127203
13149	131591
13150	134013
13151	135592
13152	136799
13153	133491
13154	124685
13155	128243
13156	130120
13157	138169
13158	134285
13159	127693
13160	126442
13161	126512
13162	132453
13163	132658
13164	135912
13165	131809
13166	129396
13167	127066
13168	130839
13169	132047
13170	134942
13171	129797
13172	124042
13173	124360
13174	126990
13175	131809
13176	127793
13177	122345
13178	120287
13179	119233
13180	120710
13181	122723
13182	125665
13183	128644
13184	127663
13185	130487
13186	128284
13187	128117
13188	126336
13189	126884
13190	126136
13191	125653
13192	129492
13193	128210
13194	126578
13195	123058
13196	123905
13197	122462
13198	123297
13199	123520
13200	123719
13201	123565
13202	123273
13203	124285
13204	121740
13205	121955
13206	126371
13207	128267
13208	126309
13209	121112
13210	118548
13211	118125
13212	121952
13213	126716
13214	131027
13215	131898
13216	131139
13217	130098
13218	129343
13219	130422
13220	132080
13221	133559
13222	131264
13223	131233
13224	126554
13225	125783
13226	124214
13227	125398
13228	124117
13229	124309
13230	128138
13231	133772
13232	141619
13233	141434
13234	141957
13235	140526
13236	137652
13237	133117
13238	128828
13239	126962
13240	124054
13241	127372
13242	107554
13243	111014
13244	109534
13245	125646
13246	131379
13247	131339
13248	135068
13249	130980
13250	133928
13251	130622
13252	133558
13253	132988
13254	132767
13255	134313
13256	134091
13257	134717
13258	130483
13259	125919
13260	125659
13261	130572
13262	133830
13263	131371
13264	131511
13265	135074
13266	134964
13267	127733
13268	122765
13269	122282
13270	124515
13271	129226
13272	135338
13273	139381
13274	141143
13275	140401
13276	139518
13277	140035
13278	134433
13279	133988
13280	134272
13281	139806
13282	141290
13283	141513
13284	139708
13285	137642
13286	136788
13287	134456
13288	128604
13289	117786
13290	118446
13291	120341
13292	131737
13293	134151
13294	134628
13295	134029
13296	133938
13297	134791
13298	136165
13299	133287
13300	133764
13301	135464
13302	139825
13303	137697
13304	134717
13305	132656
13306	135010
13307	140801
13308	139581
13309	138349
13310	135757
13311	137828
13312	138845
13313	136125
13314	139411
13315	140780
13316	142407
13317	141700
13318	138056
13319	141403
13320	140785
13321	143204
13322	142598
13323	146778
13324	146044
13325	147296
13326	140865
13327	138532
13328	133288
13329	137659
13330	137718
13331	143002
13332	133703
13333	131347
13334	129419
13335	134924
13336	140086
13337	140454
13338	143126
13339	142506
13340	145725
13341	145179
13342	144595
13343	143379
13344	135178
13345	128873
13346	129950
13347	135798
13348	143612
13349	143748
13350	140199
13351	142613
13352	145027
13353	148756
13354	148913
13355	150452
13356	150797
13357	151070
13358	147227
13359	148301
13360	144126
13361	141697
13362	138320
13363	140448
13364	145599
13365	147867
13366	145450
13367	140776
13368	132199
13369	130829
13370	136454
13371	144146
13372	149682
13373	148632
13374	149653
13375	148673
13376	143194
13377	145992
13378	144233
13379	148709
13380	145814
13381	141179
13382	135435
13383	133933
13384	136290
13385	143353
13386	148446
13387	147262
13388	144103
13389	144441
13390	146558
13391	146176
13392	141406
13393	140027
13394	138678
13395	139256
13396	143151
13397	145951
13398	144665
13399	142749
13400	141651
13401	146277
13402	145418
13403	144093
13404	141126
13405	139881
13406	141736
13407	146902
13408	150996
13409	151454
13410	149853
13411	147984
13412	150065
13413	147297
13414	135156
13415	132956
13416	131837
13417	132012
13418	129550
13419	129686
13420	140862
13421	144579
13422	147745
13423	146189
13424	146122
13425	148421
13426	149915
13427	146042
13428	140910
13429	136583
13430	137919
13431	141757
13432	148129
13433	144724
13434	137776
13435	131017
13436	133016
13437	137101
13438	143751
13439	144125
13440	145184
13441	140575
13442	140535
13443	141610
13444	146809
13445	143973
13446	135400
13447	130278
13448	126909
13449	133379
13450	135126
13451	134120
13452	133920
13453	135972
13454	140696
13455	140470
13456	136124
13457	135064
13458	136384
13459	138096
13460	140649
13461	140231
13462	133568
13463	131372
13464	131209
13465	133912
13466	125687
13467	123217
13468	127203
13469	137588
13470	135864
13471	134622
13472	131519
13473	134558
13474	135871
13475	140481
13476	139227
13477	137271
13478	136715
13479	137772
13480	136981
13481	134234
13482	132716
13483	134059
13484	133181
13485	132808
13486	132751
13487	133626
13488	136396
13489	138459
13490	136184
13491	134496
13492	132924
13493	136519
13494	136782
13495	139572
13496	139284
13497	138314
13498	133883
13499	128180
13500	129175
13501	131729
13502	135011
13503	136872
13504	136128
13505	137857
13506	134404
13507	131479
13508	133746
13509	136837
13510	143122
13511	141528
13512	132259
13513	127888
13514	124970
13515	129984
13516	131991
13517	137072
13518	136731
13519	132259
13520	131609
13521	131723
13522	134981
13523	133537
13524	132102
13525	131289
13526	131800
13527	128655
13528	126224
13529	125663
13530	126964
13531	131120
13532	130662
13533	134381
13534	130770
13535	129122
13536	130539
13537	134892
13538	135245
13539	133883
13540	131543
13541	131995
13542	132222
13543	133102
13544	131838
13545	130672
13546	131506
13547	132019
13548	120318
13549	116192
13550	113439
13551	118113
13552	115285
13553	112638
13554	116289
13555	121210
13556	123385
13557	116287
13558	110656
13559	109606
13560	112251
13561	117502
13562	119808
13563	122377
13564	117559
13565	120767
13566	119600
13567	123369
13568	123360
13569	123164
13570	120580
13571	118367
13572	116681
13573	118397
13574	117268
13575	118136
13576	116992
13577	115738
13578	108985
13579	106410
13580	108272
13581	111433
13582	111525
13583	107095
13584	108672
13585	104864
13586	103540
13587	102172
13588	108650
13589	111153
13590	108244
13591	106933
13592	108713
13593	107916
13594	106292
13595	103064
13596	105511
13597	103173
13598	101537
13599	103575
13600	107509
13601	113142
13602	112626
13603	108784
13604	106257
13605	101860
13606	103121
13607	101896
13608	102523
13609	101565
13610	102483
13611	103307
13612	105427
13613	105893
13614	106392
13615	104372
13616	92859
13617	90043
13618	92442
13619	97993
13620	99322
13621	99453
13622	99125
13623	98746
13624	94792
13625	90291
13626	89083
13627	91651
13628	96397
13629	97817
13630	96273
13631	95811
13632	95132
13633	93134
13634	87888
13635	89307
13636	92351
13637	91685
13638	88456
13639	86527
13640	89696
13641	91847
13642	89804
13643	88350
13644	86265
13645	86850
13646	86057
13647	84664
13648	82815
13649	83946
13650	80356
13651	80579
13652	75571
13653	76338
13654	77725
13655	82780
13656	86132
13657	83036
13658	83283
13659	83404
13660	85003
13661	82992
13662	83063
13663	83944
13664	85770
13665	84841
13666	83288
13667	80083
13668	79374
13669	80751
13670	83858
13671	85727
13672	83988
13673	83571
13674	83403
13675	79441
13676	75599
13677	71410
13678	70134
13679	71114
13680	72804
13681	75215
13682	71449
13683	69934
13684	72509
13685	77122
13686	79358
13687	79740
13688	80184
13689	80447
13690	74541
13691	70800
13692	68218
13693	66409
13694	67045
13695	70154
13696	76430
13697	78589
13698	78957
13699	71044
13700	68108
13701	65893
13702	69093
13703	67638
13704	66346
13705	67850
13706	70939
13707	67934
13708	67300
13709	65481
13710	68232
13711	64345
13712	66326
13713	67582
13714	67859
13715	65588
13716	64726
13717	66917
13718	65983
13719	67297
13720	70441
13721	69093
13722	69255
13723	68271
13724	71521
13725	69396
13726	69338
13727	70862
13728	71276
13729	67429
13730	65043
13731	64697
13732	67249
13733	69295
13734	71638
13735	73116
13736	72775
13737	72736
13738	72742
13739	74363
13740	74681
13741	72906
13742	72622
13743	72811
13744	72675
13745	70503
13746	70843
13747	71357
13748	71222
13749	70870
13750	70495
13751	70292
13752	70293
13753	67083
13754	65032
13755	62670
13756	62537
13757	64005
13758	61024
13759	62786
13760	59134
13761	59542
13762	56265
13763	57714
13764	58412
13765	59812
13766	60378
13767	60736
13768	63869
13769	61621
13770	63529
13771	61182
13772	63643
13773	61558
13774	61691
13775	64800
13776	66080
13777	66341
13778	66863
13779	66036
13780	64664
13781	61429
13782	60355
13783	60370
13784	60659
13785	61275
13786	61227
13787	63625
13788	64897
13789	63364
13790	63076
13791	61382
13792	64167
13793	66176
13794	68944
13795	66601
13796	64028
13797	62790
13798	64565
13799	66855
13800	68264
13801	69270
13802	66558
13803	60221
13804	57588
13805	56043
13806	62602
13807	64873
13808	66715
13809	60113
13810	60116
13811	61264
13812	68105
13813	68796
13814	68186
13815	70259
13816	72006
13817	72194
13818	72589
13819	74220
13820	70794
13821	69927
13822	69734
13823	72318
13824	70896
13825	65011
13826	61827
13827	62517
13828	66836
13829	71175
13830	72058
13831	73919
13832	72988
13833	73270
13834	71711
13835	73539
13836	70804
13837	67545
13838	66008
13839	69264
13840	73216
13841	76431
13842	74801
13843	69852
13844	68151
13845	71168
13846	76087
13847	78351
13848	79698
13849	78190
13850	76811
13851	76527
13852	78218
13853	77869
13854	76561
13855	77487
13856	79070
13857	80463
13858	75161
13859	74996
13860	76677
13861	80466
13862	80893
13863	80548
13864	80430
13865	79841
13866	76958
13867	78558
13868	80959
13869	84379
13870	84850
13871	84272
13872	84087
13873	84398
13874	85267
13875	85493
13876	84732
13877	82221
13878	80264
13879	76380
13880	78089
13881	76663
13882	79901
13883	80949
13884	83347
13885	85026
13886	85376
13887	87241
13888	85584
13889	83451
13890	86019
13891	84666
13892	86370
13893	86446
13894	89670
13895	90257
13896	92258
13897	92043
13898	90715
13899	89411
13900	89209
13901	88805
13902	90872
13903	87751
13904	88338
13905	86697
13906	87919
13907	87607
13908	88036
13909	89175
13910	89572
13911	87001
13912	88633
13913	88644
13914	87592
13915	82637
13916	82009
13917	82946
13918	87145
13919	88089
13920	91134
13921	89920
13922	88657
13923	84606
13924	84864
13925	87131
13926	90780
13927	86664
13928	85181
13929	83894
13930	87769
13931	88490
13932	90541
13933	92725
13934	92930
13935	92355
13936	90539
13937	88831
13938	88793
13939	85832
13940	87326
13941	87052
13942	91467
13943	91780
13944	90136
13945	88936
13946	85587
13947	86092
13948	86738
13949	88596
13950	90376
13951	92197
13952	93583
13953	91259
13954	91679
13955	91822
13956	90414
13957	84630
13958	78852
13959	78396
13960	82158
13961	88229
13962	88930
13963	90185
13964	91042
13965	91136
13966	89794
13967	86690
13968	83606
13969	80425
13970	77430
13971	81383
13972	85169
13973	88921
13974	86229
13975	82844
13976	82231
13977	84992
13978	88941
13979	88509
13980	86593
13981	83198
13982	83420
13983	86391
13984	88129
13985	90066
13986	89904
13987	89487
13988	87379
13989	87391
13990	87237
13991	88161
13992	89523
13993	89765
13994	91711
13995	87942
13996	82206
13997	78979
13998	80540
13999	85660
14000	88729
14001	89222
14002	85191
14003	84017
14004	86400
14005	87802
14006	87262
14007	84658
14008	85280
14009	89537
14010	90373
14011	89986
14012	89685
14013	92469
14014	93045
14015	87270
14016	83739
14017	84772
14018	89446
14019	92895
14020	92922
14021	92049
14022	89866
14023	87355
14024	88136
14025	91855
14026	95292
14027	93372
14028	91888
14029	89404
14030	91618
14031	91290
14032	91404
14033	90273
14034	90819
14035	91396
14036	92237
14037	92422
14038	92626
14039	87267
14040	85597
14041	85448
14042	86795
14043	87474
14044	89909
14045	93521
14046	91859
14047	89198
14048	88013
14049	89812
14050	87742
14051	88520
14052	85948
14053	85734
14054	83788
14055	85877
14056	86022
14057	87766
14058	88037
14059	91990
14060	91646
14061	91260
14062	90808
14063	90917
14064	90388
14065	87441
14066	86621
14067	85781
14068	88149
14069	89035
14070	87234
14071	83953
14072	76611
14073	78935
14074	82354
14075	91475
14076	93756
14077	92676
14078	92651
14079	86034
14080	78811
14081	77932
14082	78931
14083	85663
14084	88376
14085	87601
14086	87238
14087	88019
14088	89471
14089	89012
14090	85676
14091	81692
14092	82003
14093	83718
14094	88385
14095	86625
14096	82788
14097	80661
14098	81899
14099	80154
14100	78239
14101	78999
14102	80484
14103	82459
14104	79358
14105	82175
14106	81817
14107	86044
14108	82387
14109	82541
14110	82116
14111	82139
14112	80749
14113	80432
14114	79152
14115	75176
14116	74021
14117	75244
14118	79027
14119	79430
14120	80343
14121	81482
14122	80548
14123	77230
14124	76851
14125	77670
14126	81498
14127	80025
14128	75727
14129	70784
14130	71731
14131	74099
14132	77729
14133	78901
14134	78129
14135	75526
14136	74981
14137	75591
14138	79960
14139	81682
14140	80036
14141	77278
14142	78905
14143	79785
14144	80265
14145	80920
14146	81042
14147	77141
14148	73338
14149	71345
14150	74172
14151	77237
14152	78993
14153	77390
14154	72660
14155	70209
14156	68246
14157	68359
14158	69852
14159	68362
14160	69651
14161	68963
14162	69797
14163	71225
14164	74029
14165	74027
14166	72717
14167	74714
14168	75570
14169	78320
14170	78242
14171	78353
14172	78640
14173	79601
14174	79354
14175	79664
14176	79841
14177	79294
14178	78861
14179	79581
14180	80068
14181	79908
14182	78581
14183	76181
14184	75260
14185	70810
14186	70579
14187	71276
14188	74368
14189	75177
14190	75006
14191	76796
14192	75963
14193	73898
14194	75435
14195	76625
14196	77452
14197	74397
14198	75067
14199	73445
14200	74677
14201	75005
14202	74179
14203	70823
14204	69092
14205	71247
14206	73007
14207	73885
14208	72903
14209	73423
14210	71031
14211	71854
14212	73257
14213	73695
14214	73975
14215	74414
14216	74744
14217	74685
14218	75067
14219	75998
14220	73601
14221	71826
14222	72293
14223	70623
14224	69480
14225	65968
14226	64087
14227	61106
14228	63501
14229	67580
14230	72506
14231	73842
14232	72958
14233	72668
14234	71963
14235	73768
14236	74500
14237	75323
14238	74563
14239	75391
14240	74845
14241	72695
14242	65228
14243	61397
14244	60190
14245	62849
14246	64722
14247	66550
14248	65470
14249	67475
14250	66201
14251	68094
14252	68361
14253	70737
14254	72105
14255	71113
14256	71177
14257	70707
14258	69412
14259	66913
14260	66390
14261	66816
14262	67531
14263	67870
14264	68807
14265	68333
14266	68268
14267	67109
14268	67059
14269	67142
14270	67265
14271	68722
14272	70130
14273	67925
14274	65705
14275	63598
14276	65923
14277	68819
14278	68642
14279	60236
14280	57865
14281	55920
14282	61215
14283	61661
14284	63026
14285	64587
14286	67231
14287	64109
14288	63739
14289	63425
14290	67329
14291	68861
14292	68612
14293	68346
14294	69885
14295	71009
14296	69740
14297	68605
14298	69023
14299	69890
14300	70357
14301	69554
14302	68274
14303	67688
14304	62624
14305	61269
14306	61045
14307	64889
14308	64529
14309	63420
14310	64103
14311	67203
14312	68559
14313	66949
14314	65109
14315	65680
14316	65740
14317	68307
14318	69043
14319	69604
14320	69624
14321	68744
14322	65029
14323	65764
14324	65269
14325	68710
14326	69869
14327	67953
14328	66803
14329	66545
14330	69173
14331	69064
14332	66939
14333	64739
14334	65054
14335	67763
14336	68038
14337	67374
14338	66099
14339	66078
14340	64003
14341	62414
14342	63837
14343	65992
14344	70673
14345	71156
14346	71934
14347	72248
14348	73337
14349	71386
14350	72336
14351	70655
14352	73422
14353	73024
14354	75986
14355	74682
14356	72469
14357	69945
14358	66682
14359	68218
14360	69443
14361	73743
14362	73735
14363	69147
14364	67582
14365	69198
14366	70689
14367	71847
14368	72802
14369	73816
14370	74147
14371	70435
14372	72711
14373	74627
14374	76341
14375	75080
14376	72032
14377	72342
14378	71522
14379	72987
14380	71946
14381	74876
14382	73989
14383	71657
14384	71200
14385	72793
14386	75458
14387	73029
14388	69798
14389	67866
14390	68061
14391	69246
14392	72053
14393	76018
14394	77528
14395	77866
14396	80804
14397	78535
14398	76899
14399	76568
14400	78297
14401	78122
14402	79248
14403	78891
14404	80023
14405	77202
14406	77103
14407	78007
14408	79737
14409	76361
14410	72178
14411	70904
14412	73477
14413	77669
14414	80506
14415	81649
14416	76738
14417	74634
14418	71757
14419	75085
14420	76054
14421	79331
14422	78507
14423	68885
14424	65959
14425	64965
14426	72423
14427	72811
14428	75915
14429	77328
14430	80700
14431	77143
14432	73768
14433	73634
14434	74648
14435	78740
14436	80891
14437	79422
14438	77794
14439	75344
14440	77580
14441	79205
14442	80091
14443	81917
14444	79386
14445	80839
14446	80160
14447	83312
14448	84711
14449	83151
14450	82169
14451	81682
14452	77855
14453	73084
14454	73045
14455	75992
14456	79853
14457	79825
14458	76496
14459	76318
14460	77620
14461	81758
14462	83075
14463	83032
14464	81885
14465	82377
14466	82011
14467	84293
14468	84378
14469	83368
14470	79043
14471	80617
14472	81841
14473	86310
14474	85952
14475	79899
14476	77806
14477	77646
14478	81923
14479	82556
14480	79503
14481	79660
14482	82816
14483	86726
14484	86504
14485	86139
14486	84287
14487	85197
14488	80809
14489	78721
14490	75030
14491	74289
14492	73608
14493	75154
14494	79900
14495	82343
14496	81555
14497	80296
14498	81796
14499	82717
14500	84011
14501	81053
14502	81289
14503	82836
14504	85961
14505	85829
14506	85481
14507	85236
14508	85440
14509	84532
14510	81089
14511	81592
14512	82812
14513	86134
14514	86998
14515	87243
14516	86134
14517	82177
14518	77577
14519	74367
14520	76048
14521	78790
14522	85208
14523	86225
14524	85748
14525	85188
14526	81885
14527	78500
14528	77266
14529	78219
14530	77447
14531	76012
14532	72821
14533	70353
14534	71993
14535	74601
14536	81685
14537	81576
14538	79869
14539	78976
14540	78719
14541	78385
14542	81290
14543	79115
14544	80568
14545	78630
14546	81551
14547	82499
14548	83037
14549	83769
14550	83571
14551	83023
14552	82555
14553	81480
14554	81626
14555	79861
14556	76534
14557	72431
14558	72114
14559	71037
14560	71957
14561	71403
14562	73099
14563	74851
14564	77229
14565	76004
14566	73528
14567	71823
14568	69433
14569	69997
14570	70398
14571	74232
14572	75478
14573	74701
14574	74613
14575	75637
14576	73892
14577	72648
14578	73778
14579	75545
14580	76023
14581	75036
14582	72985
14583	73969
14584	74895
14585	76152
14586	71621
14587	67088
14588	62245
14589	60485
14590	58712
14591	60811
14592	64795
14593	73472
14594	76491
14595	77942
14596	77252
14597	78004
14598	79299
14599	78324
14600	75394
14601	75157
14602	73976
14603	74547
14604	73638
14605	73577
14606	68156
14607	65112
14608	63507
14609	67402
14610	71544
14611	72841
14612	73202
14613	72859
14614	71050
14615	70962
14616	70205
14617	72470
14618	68198
14619	64857
14620	60068
14621	57750
14622	58311
14623	61129
14624	67753
14625	68930
14626	68884
14627	65722
14628	61633
14629	56910
14630	52321
14631	53072
14632	55800
14633	64039
14634	66543
14635	66131
14636	64246
14637	64241
14638	65267
14639	66825
14640	61634
14641	57326
14642	51566
14643	53134
14644	54374
14645	59669
14646	59017
14647	57433
14648	56124
14649	55697
14650	57758
14651	58006
14652	58312
14653	57644
14654	57153
14655	58470
14656	57447
14657	57005
14658	55702
14659	55825
14660	57494
14661	58494
14662	51662
14663	47085
14664	45825
14665	49884
14666	49582
14667	48399
14668	46360
14669	46265
14670	45844
14671	45946
14672	46445
14673	48195
14674	47909
14675	47016
14676	45913
14677	44106
14678	44195
14679	43531
14680	43472
14681	43468
14682	41913
14683	42706
14684	42018
14685	43024
14686	42463
14687	41822
14688	42576
14689	42115
14690	43286
14691	43104
14692	41810
14693	39071
14694	38424
14695	37988
14696	39952
14697	38667
14698	38062
14699	35619
14700	34319
14701	35034
14702	37625
14703	38939
14704	37561
14705	38052
14706	37944
14707	38947
14708	39463
14709	38443
14710	38884
14711	38339
14712	39111
14713	38202
14714	36622
14715	33277
14716	32172
14717	32577
14718	35195
14719	34305
14720	33045
14721	33155
14722	35255
14723	35492
14724	35734
14725	35056
14726	35867
14727	35560
14728	35227
14729	34369
14730	34049
14731	33663
14732	32684
14733	32002
14734	31057
14735	31986
14736	31773
14737	33373
14738	31343
14739	29492
14740	27385
14741	27036
14742	22417
14743	18046
14744	12975
14745	10918
14746	9408
14747	7780
14748	7453
14749	7157
14750	7039
14751	7388
14752	7597
14753	7881
14754	8223
14755	8733
14756	8912
14757	8864
14758	9844
14759	30589
14760	52742
14761	56819
14762	59484
14763	65994
14764	71281
14765	71206
14766	71718
14767	75411
14768	73698
14769	71941
14770	71781
14771	75457
14772	83420
14773	85648
14774	87583
14775	89940
14776	91667
14777	91805
14778	92340
14779	94259
14780	97437
14781	105304
14782	106887
14783	108017
14784	109508
14785	110958
14786	110506
14787	109961
14788	109769
14789	107863
14790	105604
14791	105835
14792	104921
14793	104095
14794	110682
14795	113323
14796	117107
14797	116236
14798	119044
14799	119223
14800	122506
14801	121761
14802	122373
14803	120825
14804	111330
14805	111010
14806	113019
14807	125825
14808	126415
14809	128870
14810	128388
14811	129995
14812	127970
14813	128485
14814	128385
14815	130826
14816	132362
14817	133620
14818	133751
14819	133167
14820	137650
14821	139837
14822	141469
14823	140564
14824	141910
14825	142972
14826	143581
14827	147045
14828	147433
14829	149360
14830	147388
14831	149777
14832	150012
14833	151276
14834	152549
14835	151564
14836	154099
14837	155317
14838	156119
14839	154349
14840	153800
14841	156559
14842	163447
14843	166092
14844	167594
14845	164555
14846	157015
14847	155297
14848	158338
14849	165561
14850	170067
14851	169384
14852	172226
14853	171963
14854	173170
14855	172057
14856	172262
14857	170527
14858	164759
14859	162932
14860	163377
14861	167655
14862	166075
14863	168515
14864	171004
14865	175438
14866	175345
14867	176640
14868	180246
14869	170788
14870	168703
14871	167559
14872	176957
14873	182576
14874	185213
14875	186556
14876	185341
14877	181812
14878	175963
14879	174862
14880	178842
14881	186375
14882	188467
14883	189236
14884	191420
14885	192695
14886	195129
14887	190076
14888	184547
14889	183549
14890	185988
14891	193542
14892	198470
14893	198752
14894	199322
14895	198139
14896	203885
14897	204456
14898	203714
14899	197409
14900	194338
14901	196069
14902	200426
14903	202813
14904	201490
14905	203119
14906	203870
14907	205654
14908	200893
14909	192891
14910	192824
14911	197587
14912	195160
14913	192402
14914	191770
14915	192834
14916	194985
14917	173553
14918	169682
14919	169003
14920	184237
14921	186078
14922	186164
14923	190512
14924	196068
14925	197824
14926	187472
14927	185636
14928	189609
14929	196345
14930	191279
14931	188298
14932	194392
14933	200433
14934	206439
14935	208595
14936	208303
14937	207852
14938	206614
14939	207291
14940	208765
14941	200923
14942	199845
14943	200420
14944	203374
14945	203819
14946	202491
14947	210183
14948	211572
14949	216448
14950	215992
14951	217680
14952	217569
14953	217192
14954	215983
14955	218645
14956	221064
14957	222830
14958	221073
14959	219114
14960	216213
14961	215305
14962	218295
14963	224745
14964	229918
14965	235472
14966	233485
14967	231248
14968	233792
14969	235972
14970	235086
14971	231460
14972	220324
14973	217809
14974	219813
14975	230912
14976	233555
14977	231113
14978	231255
14979	232914
14980	234979
14981	234813
14982	228244
14983	228700
14984	217252
14985	219519
14986	217201
14987	219566
14988	218857
14989	214517
14990	219730
14991	222614
14992	226074
14993	222188
14994	220896
14995	216211
14996	208870
14997	210090
14998	213856
14999	218124
15000	217754
15001	209575
15002	209863
15003	208944
15004	213462
15005	213722
15006	192101
15007	190936
15008	196914
15009	220754
15010	221521
15011	224215
15012	222817
15013	228545
15014	227435
15015	223369
15016	225221
15017	225471
15018	235812
15019	232484
15020	229304
15021	222877
15022	225455
15023	221068
15024	214802
15025	208371
15026	207165
15027	211883
15028	218476
15029	220191
15030	216721
15031	212416
15032	213106
15033	220326
15034	226044
15035	219340
15036	219642
15037	219832
15038	219348
15039	216631
15040	216414
15041	212924
15042	211253
15043	209305
15044	210396
15045	211093
15046	213745
15047	211645
15048	212646
15049	214883
15050	224137
15051	225274
15052	229846
15053	227079
15054	233449
15055	234899
15056	232857
15057	229191
15058	222053
15059	219245
15060	207471
15061	204671
15062	209794
15063	207781
15064	209499
15065	211293
15066	216941
15067	215023
15068	217311
15069	213405
15070	217240
15071	212724
15072	214192
15073	210574
15074	213824
15075	220221
15076	217274
15077	217794
15078	211578
15079	207159
15080	202647
15081	199572
15082	211265
15083	214489
15084	220221
15085	215671
15086	212897
15087	212329
15088	213505
15089	215770
15090	215044
15091	214821
15092	202148
15093	198842
15094	194202
15095	202137
15096	209560
15097	209338
15098	209040
15099	198012
15100	195054
15101	194145
15102	195634
15103	195832
15104	193943
15105	193936
15106	189861
15107	185890
15108	191517
15109	191275
15110	190485
15111	185965
15112	180425
15113	179772
15114	180698
15115	191418
15116	198947
15117	199435
15118	192113
15119	190379
15120	191785
15121	193153
15122	195234
15123	195577
15124	189390
15125	182056
15126	180156
15127	187734
15128	197446
15129	200209
15130	201160
15131	203131
15132	206842
15133	203204
15134	193038
15135	190833
15136	195339
15137	204290
15138	208630
15139	205612
15140	201947
15141	195235
15142	195236
15143	198486
15144	198496
15145	193339
15146	190268
15147	191082
15148	197498
15149	201876
15150	195898
15151	191810
15152	184724
15153	187470
15154	190531
15155	199309
15156	205809
15157	203124
15158	203406
15159	208094
15160	214449
15161	211577
15162	212614
15163	213403
15164	217648
15165	211343
